billing_period_start,billing_period_end,line_item_usage_start_date,line_item_usage_end_date,line_item_product_code,line_item_usage_type,line_item_operation,line_item_usage_amount,line_item_unblended_cost,pricing_unit,product_region,resource_id,usage_account_id,payer_account_id,service,region,usage_hours,cost,data_source,scenario,technical_debt_event,anomaly_score,waste_driver,recommended_action,pmo_summary_line
2026-03-01,2026-03-31,2026-03-09T09:00:00+00:00,2026-03-09T10:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,13.73,7.97,Hrs,us-gov-east-1,ec2-00067,0000000007,synthetic-payer,AmazonEC2,us-gov-west-1,13.73,7.97,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-09T12:00:00+00:00,2026-03-09T13:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,12.3,292.96,Hrs,us-gov-east-1,emr-00068,0000000008,synthetic-payer,AmazonEMR,us-gov-west-1,12.3,292.96,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-09T15:00:00+00:00,2026-03-09T16:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,34.42,0.21,1K-Tokens,us-gov-east-1,bedrock-00069,0000000009,synthetic-payer,AmazonBedrock,us-gov-east-1,34.42,0.21,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-09T18:00:00+00:00,2026-03-09T19:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,59.26,1552.52,Hrs,us-gov-west-1,emr-00070,0000000000,synthetic-payer,AmazonEMR,us-gov-west-1,59.26,1552.52,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-09T21:00:00+00:00,2026-03-09T22:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,14.71,0.0,GB-Second,us-gov-west-1,lambda-00071,0000000001,synthetic-payer,AWSLambda,us-gov-east-1,14.71,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-10T00:00:00+00:00,2026-03-10T01:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,90.1,1565.7,Hrs,us-gov-east-1,emr-00072,0000000002,synthetic-payer,AmazonEMR,us-gov-west-1,90.1,1565.7,synthetic,cluster_left_running,missed_shutdown_hook,high,missed shutdown automation,Bedrock flow scheduled cluster teardown check,EMR waste due to automation gap caused 90 excess compute hours
2026-03-01,2026-03-31,2026-03-10T03:00:00+00:00,2026-03-10T04:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,69.34,35.31,DPU-Hr,us-gov-west-1,glue-00073,0000000003,synthetic-payer,AWSGlue,us-gov-east-1,69.34,35.31,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-10T06:00:00+00:00,2026-03-10T07:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,52.73,969.78,Hrs,us-gov-west-1,emr-00074,0000000004,synthetic-payer,AmazonEMR,us-gov-east-1,52.73,969.78,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-10T09:00:00+00:00,2026-03-10T10:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,14.5,5.46,DPU-Hr,us-gov-east-1,glue-00075,0000000005,synthetic-payer,AWSGlue,us-gov-west-1,14.5,5.46,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-10T12:00:00+00:00,2026-03-10T13:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,66.72,44.91,DPU-Hr,us-gov-west-1,glue-00076,0000000006,synthetic-payer,AWSGlue,us-gov-east-1,66.72,44.91,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-10T15:00:00+00:00,2026-03-10T16:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,5.97,21.24,Hrs,us-gov-east-1,redshift-00077,0000000007,synthetic-payer,AmazonRedshift,us-gov-east-1,5.97,21.24,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-10T18:00:00+00:00,2026-03-10T19:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,61.21,0.0,GB-Second,us-gov-east-1,lambda-00078,0000000008,synthetic-payer,AWSLambda,us-gov-east-1,61.21,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-10T21:00:00+00:00,2026-03-10T22:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,30.0,0.0,GB-Second,us-gov-east-1,lambda-00079,0000000009,synthetic-payer,AWSLambda,us-gov-west-1,30.0,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-11T00:00:00+00:00,2026-03-11T01:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,30.85,1.49,GB-Mo,us-gov-west-1,s3-00080,0000000000,synthetic-payer,AmazonS3,us-gov-east-1,30.85,1.49,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-11T03:00:00+00:00,2026-03-11T04:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,46.29,1427.99,Hrs,us-gov-east-1,redshift-00081,0000000001,synthetic-payer,AmazonRedshift,us-gov-west-1,46.29,1427.99,synthetic,redshift_scan_spike,inefficient_scan_pattern,high,unbounded analytical scan pattern,Bedrock flow query guardrail review,Redshift scan surge increased warehouse cost through repeated full-table access
2026-03-01,2026-03-31,2026-03-11T06:00:00+00:00,2026-03-11T07:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,34.01,686.67,Hrs,us-gov-west-1,emr-00082,0000000002,synthetic-payer,AmazonEMR,us-gov-east-1,34.01,686.67,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-11T09:00:00+00:00,2026-03-11T10:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,64.98,0.97,1K-Tokens,us-gov-west-1,bedrock-00083,0000000003,synthetic-payer,AmazonBedrock,us-gov-west-1,64.98,0.97,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-11T12:00:00+00:00,2026-03-11T13:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,37.6,859.58,Hrs,us-gov-east-1,emr-00084,0000000004,synthetic-payer,AmazonEMR,us-gov-west-1,37.6,859.58,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-11T15:00:00+00:00,2026-03-11T16:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,68.59,0.45,1K-Tokens,us-gov-east-1,bedrock-00085,0000000005,synthetic-payer,AmazonBedrock,us-gov-west-1,68.59,0.45,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-11T18:00:00+00:00,2026-03-11T19:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,15.14,0.05,1K-Tokens,us-gov-west-1,bedrock-00086,0000000006,synthetic-payer,AmazonBedrock,us-gov-east-1,15.14,0.05,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-11T21:00:00+00:00,2026-03-11T22:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,61.33,24.15,DPU-Hr,us-gov-east-1,glue-00087,0000000007,synthetic-payer,AWSGlue,us-gov-west-1,61.33,24.15,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-12T00:00:00+00:00,2026-03-12T01:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,50.44,0.0,GB-Second,us-gov-west-1,lambda-00088,0000000008,synthetic-payer,AWSLambda,us-gov-west-1,50.44,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-12T03:00:00+00:00,2026-03-12T04:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,49.82,0.0,GB-Second,us-gov-west-1,lambda-00089,0000000009,synthetic-payer,AWSLambda,us-gov-east-1,49.82,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-12T06:00:00+00:00,2026-03-12T07:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,149.9,692.04,Hrs,us-gov-east-1,ec2-00090,0000000000,synthetic-payer,AmazonEC2,us-gov-west-1,149.9,692.04,synthetic,orphan_ebs_leakage,orphaned_storage_cleanup_gap,medium,orphaned block storage,Bedrock flow orphaned resource sweep,Detached storage continued accruing cost after instance retirement
2026-03-01,2026-03-31,2026-03-12T09:00:00+00:00,2026-03-12T10:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,10.47,29.52,Hrs,us-gov-east-1,redshift-00091,0000000001,synthetic-payer,AmazonRedshift,us-gov-east-1,10.47,29.52,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-12T12:00:00+00:00,2026-03-12T13:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,58.87,52.11,DPU-Hr,us-gov-east-1,glue-00092,0000000002,synthetic-payer,AWSGlue,us-gov-east-1,58.87,52.11,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-12T15:00:00+00:00,2026-03-12T16:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,53.8,1.84,GB-Mo,us-gov-east-1,s3-00093,0000000003,synthetic-payer,AmazonS3,us-gov-west-1,53.8,1.84,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-12T18:00:00+00:00,2026-03-12T19:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,46.27,0.67,1K-Tokens,us-gov-east-1,bedrock-00094,0000000004,synthetic-payer,AmazonBedrock,us-gov-west-1,46.27,0.67,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-12T21:00:00+00:00,2026-03-12T22:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,32.23,773.19,Hrs,us-gov-west-1,emr-00095,0000000005,synthetic-payer,AmazonEMR,us-gov-east-1,32.23,773.19,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-13T00:00:00+00:00,2026-03-13T01:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,23.7,511.02,Hrs,us-gov-west-1,emr-00096,0000000006,synthetic-payer,AmazonEMR,us-gov-west-1,23.7,511.02,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-13T03:00:00+00:00,2026-03-13T04:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,28.2,0.69,GB-Mo,us-gov-west-1,s3-00097,0000000007,synthetic-payer,AmazonS3,us-gov-west-1,28.2,0.69,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-13T06:00:00+00:00,2026-03-13T07:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,29.94,93.04,Hrs,us-gov-east-1,redshift-00098,0000000008,synthetic-payer,AmazonRedshift,us-gov-west-1,29.94,93.04,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-13T09:00:00+00:00,2026-03-13T10:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,18.21,1122.11,Hrs,us-gov-west-1,redshift-00099,0000000009,synthetic-payer,AmazonRedshift,us-gov-east-1,18.21,1122.11,synthetic,redshift_scan_spike,inefficient_scan_pattern,high,unbounded analytical scan pattern,Bedrock flow query guardrail review,Redshift scan surge increased warehouse cost through repeated full-table access
2026-03-01,2026-03-31,2026-03-13T12:00:00+00:00,2026-03-13T13:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,28.69,0.47,1K-Tokens,us-gov-east-1,bedrock-00100,0000000000,synthetic-payer,AmazonBedrock,us-gov-west-1,28.69,0.47,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-13T15:00:00+00:00,2026-03-13T16:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,16.58,44.97,Hrs,us-gov-west-1,redshift-00101,0000000001,synthetic-payer,AmazonRedshift,us-gov-east-1,16.58,44.97,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-13T18:00:00+00:00,2026-03-13T19:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,48.49,1220.69,Hrs,us-gov-west-1,emr-00102,0000000002,synthetic-payer,AmazonEMR,us-gov-east-1,48.49,1220.69,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-13T21:00:00+00:00,2026-03-13T22:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,70.63,2.54,GB-Mo,us-gov-east-1,s3-00103,0000000003,synthetic-payer,AmazonS3,us-gov-west-1,70.63,2.54,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-14T00:00:00+00:00,2026-03-14T01:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,46.64,12.73,Hrs,us-gov-east-1,ec2-00104,0000000004,synthetic-payer,AmazonEC2,us-gov-west-1,46.64,12.73,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-14T03:00:00+00:00,2026-03-14T04:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,19.47,6.77,Hrs,us-gov-east-1,ec2-00105,0000000005,synthetic-payer,AmazonEC2,us-gov-east-1,19.47,6.77,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-14T06:00:00+00:00,2026-03-14T07:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,55.05,1062.89,Hrs,us-gov-east-1,emr-00106,0000000006,synthetic-payer,AmazonEMR,us-gov-east-1,55.05,1062.89,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-14T09:00:00+00:00,2026-03-14T10:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,6.82,0.02,1K-Tokens,us-gov-west-1,bedrock-00107,0000000007,synthetic-payer,AmazonBedrock,us-gov-east-1,6.82,0.02,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-14T12:00:00+00:00,2026-03-14T13:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,57.57,1228.53,Hrs,us-gov-west-1,emr-00108,0000000008,synthetic-payer,AmazonEMR,us-gov-west-1,57.57,1228.53,synthetic,cluster_left_running,missed_shutdown_hook,high,missed shutdown automation,Bedrock flow scheduled cluster teardown check,EMR waste due to automation gap caused 58 excess compute hours
2026-03-01,2026-03-31,2026-03-14T15:00:00+00:00,2026-03-14T16:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,17.94,0.61,GB-Mo,us-gov-west-1,s3-00109,0000000009,synthetic-payer,AmazonS3,us-gov-west-1,17.94,0.61,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-14T18:00:00+00:00,2026-03-14T19:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,50.66,199.47,Hrs,us-gov-west-1,redshift-00110,0000000000,synthetic-payer,AmazonRedshift,us-gov-west-1,50.66,199.47,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-14T21:00:00+00:00,2026-03-14T22:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,59.17,1.03,1K-Tokens,us-gov-west-1,bedrock-00111,0000000001,synthetic-payer,AmazonBedrock,us-gov-west-1,59.17,1.03,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-15T00:00:00+00:00,2026-03-15T01:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,41.88,1118.71,Hrs,us-gov-east-1,emr-00112,0000000002,synthetic-payer,AmazonEMR,us-gov-east-1,41.88,1118.71,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-15T03:00:00+00:00,2026-03-15T04:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,15.08,0.0,GB-Second,us-gov-west-1,lambda-00113,0000000003,synthetic-payer,AWSLambda,us-gov-west-1,15.08,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-15T06:00:00+00:00,2026-03-15T07:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,55.85,0.0,GB-Second,us-gov-west-1,lambda-00114,0000000004,synthetic-payer,AWSLambda,us-gov-west-1,55.85,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-15T09:00:00+00:00,2026-03-15T10:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,38.82,903.0,Hrs,us-gov-west-1,emr-00115,0000000005,synthetic-payer,AmazonEMR,us-gov-east-1,38.82,903.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-15T12:00:00+00:00,2026-03-15T13:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,61.32,33.16,Hrs,us-gov-west-1,ec2-00116,0000000006,synthetic-payer,AmazonEC2,us-gov-east-1,61.32,33.16,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-15T15:00:00+00:00,2026-03-15T16:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,83.22,2551.66,Hrs,us-gov-west-1,emr-00117,0000000007,synthetic-payer,AmazonEMR,us-gov-east-1,83.22,2551.66,synthetic,cluster_left_running,missed_shutdown_hook,high,missed shutdown automation,Bedrock flow scheduled cluster teardown check,EMR waste due to automation gap caused 83 excess compute hours
2026-03-01,2026-03-31,2026-03-15T18:00:00+00:00,2026-03-15T19:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,44.73,1202.1,Hrs,us-gov-east-1,emr-00118,0000000008,synthetic-payer,AmazonEMR,us-gov-east-1,44.73,1202.1,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-15T21:00:00+00:00,2026-03-15T22:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,59.63,196.31,Hrs,us-gov-east-1,redshift-00119,0000000009,synthetic-payer,AmazonRedshift,us-gov-west-1,59.63,196.31,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-16T00:00:00+00:00,2026-03-16T01:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,67.36,0.48,1K-Tokens,us-gov-east-1,bedrock-00120,0000000000,synthetic-payer,AmazonBedrock,us-gov-west-1,67.36,0.48,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-16T03:00:00+00:00,2026-03-16T04:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,33.99,0.41,1K-Tokens,us-gov-east-1,bedrock-00121,0000000001,synthetic-payer,AmazonBedrock,us-gov-east-1,33.99,0.41,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-16T06:00:00+00:00,2026-03-16T07:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,36.1,12.52,Hrs,us-gov-east-1,ec2-00122,0000000002,synthetic-payer,AmazonEC2,us-gov-west-1,36.1,12.52,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-16T09:00:00+00:00,2026-03-16T10:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,57.65,1081.79,Hrs,us-gov-east-1,emr-00123,0000000003,synthetic-payer,AmazonEMR,us-gov-west-1,57.65,1081.79,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-16T12:00:00+00:00,2026-03-16T13:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,68.31,27.42,DPU-Hr,us-gov-east-1,glue-00124,0000000004,synthetic-payer,AWSGlue,us-gov-east-1,68.31,27.42,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-16T15:00:00+00:00,2026-03-16T16:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,54.83,41.91,DPU-Hr,us-gov-east-1,glue-00125,0000000005,synthetic-payer,AWSGlue,us-gov-east-1,54.83,41.91,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-16T18:00:00+00:00,2026-03-16T19:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,41.9,1142.82,Hrs,us-gov-east-1,redshift-00126,0000000006,synthetic-payer,AmazonRedshift,us-gov-west-1,41.9,1142.82,synthetic,redshift_scan_spike,inefficient_scan_pattern,high,unbounded analytical scan pattern,Bedrock flow query guardrail review,Redshift scan surge increased warehouse cost through repeated full-table access
2026-03-01,2026-03-31,2026-03-16T21:00:00+00:00,2026-03-16T22:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,38.7,23.43,DPU-Hr,us-gov-east-1,glue-00127,0000000007,synthetic-payer,AWSGlue,us-gov-east-1,38.7,23.43,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-17T00:00:00+00:00,2026-03-17T01:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,33.22,0.0,GB-Second,us-gov-west-1,lambda-00128,0000000008,synthetic-payer,AWSLambda,us-gov-west-1,33.22,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-17T03:00:00+00:00,2026-03-17T04:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,14.67,0.0,GB-Second,us-gov-west-1,lambda-00129,0000000009,synthetic-payer,AWSLambda,us-gov-west-1,14.67,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-17T06:00:00+00:00,2026-03-17T07:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,53.44,1.51,GB-Mo,us-gov-east-1,s3-00130,0000000000,synthetic-payer,AmazonS3,us-gov-west-1,53.44,1.51,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-17T09:00:00+00:00,2026-03-17T10:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,14.78,0.09,1K-Tokens,us-gov-west-1,bedrock-00131,0000000001,synthetic-payer,AmazonBedrock,us-gov-east-1,14.78,0.09,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-17T12:00:00+00:00,2026-03-17T13:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,51.27,13.81,Hrs,us-gov-west-1,ec2-00132,0000000002,synthetic-payer,AmazonEC2,us-gov-west-1,51.27,13.81,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-17T15:00:00+00:00,2026-03-17T16:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,21.74,19.92,DPU-Hr,us-gov-east-1,glue-00133,0000000003,synthetic-payer,AWSGlue,us-gov-west-1,21.74,19.92,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-17T18:00:00+00:00,2026-03-17T19:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,1.87,0.01,1K-Tokens,us-gov-east-1,bedrock-00134,0000000004,synthetic-payer,AmazonBedrock,us-gov-east-1,1.87,0.01,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
